,variable,language,year,state,value,total,percentage,NAME,ranking
2411,B16001_033E,Russian,2010,19,1922,2818321,0.0681966319663,Iowa,14
2412,B16001_036E,Polish,2010,19,812,2818321,0.0288114803104,Iowa,25
2413,B16001_039E,Serbo-Croatian,2010,19,7668,2818321,0.272076885493,Iowa,4
2414,B16001_042E,Other Slavic languages,2010,19,1759,2818321,0.0624130466331,Iowa,15
2415,B16001_045E,Armenian,2010,19,45,2818321,0.0015966953374,Iowa,38
2416,B16001_048E,Persian,2010,19,493,2818321,0.0174926844742,Iowa,28
2417,B16001_051E,Gujarati,2010,19,368,2818321,0.0130574196481,Iowa,32
2418,B16001_054E,Hindi,2010,19,1758,2818321,0.0623775645145,Iowa,16
2419,B16001_057E,Urdu,2010,19,629,2818321,0.022318252605,Iowa,27
2420,B16001_060E,Other Indic languages,2010,19,1632,2818321,0.0579068175698,Iowa,17
2421,B16001_063E,Other Indo-European languages,2010,19,1124,2818321,0.0398819013164,Iowa,22
2422,B16001_066E,Chinese,2010,19,7289,2818321,0.25862916254,Iowa,5
2423,B16001_069E,Japanese,2010,19,1358,2818321,0.0481847170709,Iowa,20
2424,B16001_072E,Korean,2010,19,2771,2818321,0.0983209506653,Iowa,12
2425,B16001_075E,"Mon-Khmer, Cambodian",2010,19,414,2818321,0.0146895971041,Iowa,29
2426,B16001_078E,Hmong,2010,19,108,2818321,0.00383206880976,Iowa,37
2427,B16001_081E,Thai,2010,19,1404,2818321,0.0498168945269,Iowa,18
2428,B16001_084E,Laotian,2010,19,3702,2818321,0.13135480309,Iowa,10
2429,B16001_087E,Vietnamese,2010,19,8258,2818321,0.293011335472,Iowa,3
2430,B16001_090E,Other Asian languages,2010,19,3736,2818321,0.132561195123,Iowa,9
2431,B16001_093E,Tagalog,2010,19,2095,2818321,0.0743350384857,Iowa,13
2432,B16001_096E,Other Pacific Island languages,2010,19,1121,2818321,0.0397754549606,Iowa,23
2433,B16001_099E,Navajo,2010,19,37,2818321,0.00131283838853,Iowa,39
2434,B16001_102E,Other Native North American languages,2010,19,1401,2818321,0.0497104481711,Iowa,19
2435,B16001_105E,Hungarian,2010,19,128,2818321,0.00454171118194,Iowa,34
2436,B16001_108E,Arabic,2010,19,3236,2818321,0.114820135818,Iowa,11
2437,B16001_111E,Hebrew,2010,19,279,2818321,0.00989951109189,Iowa,33
2438,B16001_114E,African languages,2010,19,4055,2818321,0.143879990959,Iowa,7
2439,B16001_117E,Other and unspecified languages,2010,19,412,2818321,0.0146186328669,Iowa,30
2441,B16001_003E,Spanish or Spanish Creole,2011,19,109822,2833366,3.87602589994,Iowa,1
2442,B16001_006E,"French (incl. Patois, Cajun)",2011,19,5158,2833366,0.182044959952,Iowa,6
2443,B16001_009E,French Creole,2011,19,107,2833366,0.00377642704825,Iowa,36
2444,B16001_012E,Italian,2011,19,1087,2833366,0.038364263565,Iowa,23
2445,B16001_015E,Portuguese or Portuguese Creole,2011,19,641,2833366,0.0226232685788,Iowa,27
2446,B16001_018E,German,2011,19,12434,2833366,0.438841999233,Iowa,2
2447,B16001_021E,Yiddish,2011,19,103,2833366,0.00363525220533,Iowa,37
2448,B16001_024E,Other West Germanic languages,2011,19,4216,2833366,0.148798284443,Iowa,8
2449,B16001_027E,Scandinavian languages,2011,19,1520,2833366,0.0536464403116,Iowa,18
2450,B16001_030E,Greek,2011,19,463,2833366,0.0163409880686,Iowa,30
2451,B16001_033E,Russian,2011,19,1944,2833366,0.0686109736617,Iowa,16
2452,B16001_036E,Polish,2011,19,690,2833366,0.0243526604046,Iowa,25
2453,B16001_039E,Serbo-Croatian,2011,19,7761,2833366,0.273914488986,Iowa,5
2454,B16001_042E,Other Slavic languages,2011,19,1698,2833366,0.0599287208218,Iowa,17
2455,B16001_045E,Armenian,2011,19,75,2833366,0.00264702830485,Iowa,38
2456,B16001_048E,Persian,2011,19,371,2833366,0.0130939666813,Iowa,32
2457,B16001_051E,Gujarati,2011,19,575,2833366,0.0202938836705,Iowa,28
2458,B16001_054E,Hindi,2011,19,2539,2833366,0.0896107315469,Iowa,13
2459,B16001_057E,Urdu,2011,19,644,2833366,0.022729149711,Iowa,26
2460,B16001_060E,Other Indic languages,2011,19,2078,2833366,0.0733403308997,Iowa,15
2461,B16001_063E,Other Indo-European languages,2011,19,1028,2833366,0.0362819346318,Iowa,24
2462,B16001_066E,Chinese,2011,19,7767,2833366,0.27412625125,Iowa,4
2463,B16001_069E,Japanese,2011,19,1127,2833366,0.0397760119942,Iowa,22
2464,B16001_072E,Korean,2011,19,3289,2833366,0.116081014595,Iowa,12
2465,B16001_075E,"Mon-Khmer, Cambodian",2011,19,430,2833366,0.0151762956145,Iowa,31
2466,B16001_078E,Hmong,2011,19,223,2833366,0.00787049749309,Iowa,33
2467,B16001_081E,Thai,2011,19,1373,2833366,0.0484582648341,Iowa,19
2468,B16001_084E,Laotian,2011,19,3594,2833366,0.126845596368,Iowa,9
2469,B16001_087E,Vietnamese,2011,19,8242,2833366,0.290890763848,Iowa,3
2470,B16001_090E,Other Asian languages,2011,19,3342,2833366,0.117951581264,Iowa,11
2471,B16001_093E,Tagalog,2011,19,2333,2833366,0.0823402271362,Iowa,14
2472,B16001_096E,Other Pacific Island languages,2011,19,1132,2833366,0.0399524805479,Iowa,21
2473,B16001_099E,Navajo,2011,19,39,2833366,0.00137645471852,Iowa,39
2474,B16001_102E,Other Native North American languages,2011,19,1284,2833366,0.045317124579,Iowa,20
2475,B16001_105E,Hungarian,2011,19,130,2833366,0.00458818239507,Iowa,35
2476,B16001_108E,Arabic,2011,19,3359,2833366,0.118551574347,Iowa,10
2477,B16001_111E,Hebrew,2011,19,200,2833366,0.00705874214627,Iowa,34
2478,B16001_114E,African languages,2011,19,4390,2833366,0.154939390111,Iowa,7
2479,B16001_117E,Other and unspecified languages,2011,19,557,2833366,0.0196585968774,Iowa,29
2481,B16001_003E,Spanish or Spanish Creole,2012,19,111984,2848771,3.93095829746,Iowa,1
2482,B16001_006E,"French (incl. Patois, Cajun)",2012,19,5458,2848771,0.191591391516,Iowa,6
2483,B16001_009E,French Creole,2012,19,38,2848771,0.00133390855214,Iowa,39
2484,B16001_012E,Italian,2012,19,1095,2848771,0.0384376280157,Iowa,22
2485,B16001_015E,Portuguese or Portuguese Creole,2012,19,695,2848771,0.0243964853616,Iowa,25
2486,B16001_018E,German,2012,19,12652,2848771,0.444121342151,Iowa,2
2487,B16001_021E,Yiddish,2012,19,177,2848771,0.00621320562446,Iowa,35
2488,B16001_024E,Other West Germanic languages,2012,19,3849,2848771,0.13511089519,Iowa,11
2489,B16001_027E,Scandinavian languages,2012,19,1346,2848771,0.0472484450312,Iowa,18
2490,B16001_030E,Greek,2012,19,468,2848771,0.0164281369054,Iowa,30
2491,B16001_033E,Russian,2012,19,2174,2848771,0.0763136103253,Iowa,16
2492,B16001_036E,Polish,2012,19,569,2848771,0.0199735254255,Iowa,26
2493,B16001_039E,Serbo-Croatian,2012,19,7713,2848771,0.270748333229,Iowa,5
2494,B16001_042E,Other Slavic languages,2012,19,1478,2848771,0.0518820221071,Iowa,17
2495,B16001_045E,Armenian,2012,19,93,2848771,0.00326456566709,Iowa,37
2496,B16001_048E,Persian,2012,19,400,2848771,0.0140411426541,Iowa,31
2497,B16001_051E,Gujarati,2012,19,557,2848771,0.0195522911459,Iowa,27
2498,B16001_054E,Hindi,2012,19,2781,2848771,0.097621044303,Iowa,13
2499,B16001_057E,Urdu,2012,19,520,2848771,0.0182534854504,Iowa,28
2500,B16001_060E,Other Indic languages,2012,19,2273,2848771,0.0797887931322,Iowa,15
2501,B16001_063E,Other Indo-European languages,2012,19,983,2848771,0.0345061080726,Iowa,24
2502,B16001_066E,Chinese,2012,19,8670,2848771,0.304341767029,Iowa,3
2503,B16001_069E,Japanese,2012,19,1158,2848771,0.0406491079838,Iowa,20
2504,B16001_072E,Korean,2012,19,2936,2848771,0.103061987081,Iowa,12
2505,B16001_075E,"Mon-Khmer, Cambodian",2012,19,519,2848771,0.0182183825938,Iowa,29
2506,B16001_078E,Hmong,2012,19,309,2848771,0.0108467827003,Iowa,33
2507,B16001_081E,Thai,2012,19,1243,2848771,0.0436328507978,Iowa,19
2508,B16001_084E,Laotian,2012,19,3984,2848771,0.139849780835,Iowa,10
2509,B16001_087E,Vietnamese,2012,19,8456,2848771,0.296829755709,Iowa,4
2510,B16001_090E,Other Asian languages,2012,19,4259,2848771,0.14950306641,Iowa,8
2511,B16001_093E,Tagalog,2012,19,2358,2848771,0.0827725359462,Iowa,14
2512,B16001_096E,Other Pacific Island languages,2012,19,1009,2848771,0.0354187823451,Iowa,23
2513,B16001_099E,Navajo,2012,19,54,2848771,0.00189555425831,Iowa,38
2514,B16001_102E,Other Native North American languages,2012,19,1148,2848771,0.0402980794174,Iowa,21
2515,B16001_105E,Hungarian,2012,19,96,2848771,0.003369874237,Iowa,36
2516,B16001_108E,Arabic,2012,19,4210,2848771,0.147783026435,Iowa,9
2517,B16001_111E,Hebrew,2012,19,305,2848771,0.0107063712738,Iowa,34
2518,B16001_114E,African languages,2012,19,4476,2848771,0.1571203863,Iowa,7
2519,B16001_117E,Other and unspecified languages,2012,19,394,2848771,0.0138305255143,Iowa,32
2521,B16001_003E,Spanish or Spanish Creole,2013,19,113173,2864943,3.95027056385,Iowa,1
2522,B16001_006E,"French (incl. Patois, Cajun)",2013,19,5458,2864943,0.190509898452,Iowa,6
2523,B16001_009E,French Creole,2013,19,31,2864943,0.00108204596043,Iowa,39
2524,B16001_012E,Italian,2013,19,1083,2864943,0.0378017991981,Iowa,24
2525,B16001_015E,Portuguese or Portuguese Creole,2013,19,668,2864943,0.0233163452118,Iowa,26
2526,B16001_018E,German,2013,19,12482,2864943,0.435680570259,Iowa,2
2527,B16001_021E,Yiddish,2013,19,253,2864943,0.00883089122541,Iowa,35
2528,B16001_024E,Other West Germanic languages,2013,19,3773,2864943,0.131695464796,Iowa,11
2529,B16001_027E,Scandinavian languages,2013,19,1269,2864943,0.0442940749607,Iowa,19
2530,B16001_030E,Greek,2013,19,562,2864943,0.0196164461213,Iowa,27
2531,B16001_033E,Russian,2013,19,1936,2864943,0.067575515464,Iowa,16
2532,B16001_036E,Polish,2013,19,522,2864943,0.0182202577852,Iowa,30
2533,B16001_039E,Serbo-Croatian,2013,19,8635,2864943,0.301402157041,Iowa,4
2534,B16001_042E,Other Slavic languages,2013,19,1388,2864943,0.0484477352604,Iowa,18
2535,B16001_045E,Armenian,2013,19,122,2864943,0.0042583744249,Iowa,36
2536,B16001_048E,Persian,2013,19,327,2864943,0.0114138396471,Iowa,32
2537,B16001_051E,Gujarati,2013,19,532,2864943,0.0185693048692,Iowa,28
2538,B16001_054E,Hindi,2013,19,2628,2864943,0.0917295736774,Iowa,13
2539,B16001_057E,Urdu,2013,19,806,2864943,0.0281331949711,Iowa,25
2540,B16001_060E,Other Indic languages,2013,19,2353,2864943,0.0821307788672,Iowa,14
2541,B16001_063E,Other Indo-European languages,2013,19,1127,2864943,0.0393376063677,Iowa,23
2542,B16001_066E,Chinese,2013,19,9858,2864943,0.344090615415,Iowa,3
2543,B16001_069E,Japanese,2013,19,1142,2864943,0.0398611769937,Iowa,22
2544,B16001_072E,Korean,2013,19,3037,2864943,0.106005599413,Iowa,12
2545,B16001_075E,"Mon-Khmer, Cambodian",2013,19,528,2864943,0.0184296860356,Iowa,29
2546,B16001_078E,Hmong,2013,19,299,2864943,0.0104365078118,Iowa,33
2547,B16001_081E,Thai,2013,19,1679,2864943,0.058605005405,Iowa,17
2548,B16001_084E,Laotian,2013,19,4039,2864943,0.140980117231,Iowa,10
2549,B16001_087E,Vietnamese,2013,19,7499,2864943,0.261750408298,Iowa,5
2550,B16001_090E,Other Asian languages,2013,19,5044,2864943,0.176059349174,Iowa,8
2551,B16001_093E,Tagalog,2013,19,2348,2864943,0.0819562553251,Iowa,15
2552,B16001_096E,Other Pacific Island languages,2013,19,1244,2864943,0.0434214572506,Iowa,20
2553,B16001_099E,Navajo,2013,19,39,2864943,0.00136128362763,Iowa,38
2554,B16001_102E,Other Native North American languages,2013,19,1234,2864943,0.0430724101666,Iowa,21
2555,B16001_105E,Hungarian,2013,19,82,2864943,0.00286218608887,Iowa,37
2556,B16001_108E,Arabic,2013,19,4593,2864943,0.160317325685,Iowa,9
2557,B16001_111E,Hebrew,2013,19,268,2864943,0.00935446185142,Iowa,34
2558,B16001_114E,African languages,2013,19,5056,2864943,0.176478205675,Iowa,7
2559,B16001_117E,Other and unspecified languages,2013,19,471,2864943,0.0164401176568,Iowa,31
2561,B16001_003E,Spanish or Spanish Creole,2010,20,182110,2610129,6.97704979332,Kansas,1
2562,B16001_006E,"French (incl. Patois, Cajun)",2010,20,5347,2610129,0.204855775328,Kansas,5
2563,B16001_009E,French Creole,2010,20,402,2610129,0.0154015376252,Kansas,31
2564,B16001_012E,Italian,2010,20,1425,2610129,0.0545950027757,Kansas,18
2565,B16001_015E,Portuguese or Portuguese Creole,2010,20,1150,2610129,0.0440591250471,Kansas,22
2566,B16001_018E,German,2010,20,13835,2610129,0.530050430458,Kansas,2
2567,B16001_021E,Yiddish,2010,20,164,2610129,0.00628321435454,Kansas,37
2568,B16001_024E,Other West Germanic languages,2010,20,1472,2610129,0.0563956800603,Kansas,17
2569,B16001_027E,Scandinavian languages,2010,20,522,2610129,0.0199990115431,Kansas,30
2570,B16001_030E,Greek,2010,20,397,2610129,0.0152099762119,Kansas,32
2571,B16001_033E,Russian,2010,20,2312,2610129,0.0885779974859,Kansas,14
2572,B16001_036E,Polish,2010,20,397,2610129,0.0152099762119,Kansas,33
2573,B16001_039E,Serbo-Croatian,2010,20,815,2610129,0.0312245103594,Kansas,26
2574,B16001_042E,Other Slavic languages,2010,20,742,2610129,0.028427713726,Kansas,27
2575,B16001_045E,Armenian,2010,20,88,2610129,0.00337148087317,Kansas,39
2576,B16001_048E,Persian,2010,20,1152,2610129,0.0441357496124,Kansas,21
2577,B16001_051E,Gujarati,2010,20,1039,2610129,0.039806461673,Kansas,24
2578,B16001_054E,Hindi,2010,20,2609,2610129,0.0999567454329,Kansas,13
2579,B16001_057E,Urdu,2010,20,1108,2610129,0.0424500091758,Kansas,23
2580,B16001_060E,Other Indic languages,2010,20,3745,2610129,0.143479498523,Kansas,10
2581,B16001_063E,Other Indo-European languages,2010,20,547,2610129,0.0209568186093,Kansas,29
2582,B16001_066E,Chinese,2010,20,9776,2610129,0.374540875183,Kansas,4
2583,B16001_069E,Japanese,2010,20,1631,2610129,0.0624873330015,Kansas,16
2584,B16001_072E,Korean,2010,20,3874,2610129,0.148421782985,Kansas,9
2585,B16001_075E,"Mon-Khmer, Cambodian",2010,20,656,2610129,0.0251328574182,Kansas,28
2586,B16001_078E,Hmong,2010,20,1639,2610129,0.0627938312627,Kansas,15
2587,B16001_081E,Thai,2010,20,952,2610129,0.0364732930824,Kansas,25
2588,B16001_084E,Laotian,2010,20,4401,2610129,0.168612355941,Kansas,8
2589,B16001_087E,Vietnamese,2010,20,11112,2610129,0.425726084803,Kansas,3
2590,B16001_090E,Other Asian languages,2010,20,4573,2610129,0.175202068557,Kansas,7
2591,B16001_093E,Tagalog,2010,20,3083,2610129,0.118116767409,Kansas,12
2592,B16001_096E,Other Pacific Island languages,2010,20,1308,2610129,0.0501124657057,Kansas,19
2593,B16001_099E,Navajo,2010,20,171,2610129,0.00655140033309,Kansas,36
2594,B16001_102E,Other Native North American languages,2010,20,1253,2610129,0.04800529016,Kansas,20
2595,B16001_105E,Hungarian,2010,20,142,2610129,0.00544034413625,Kansas,38
2596,B16001_108E,Arabic,2010,20,3247,2610129,0.124399981763,Kansas,11
2597,B16001_111E,Hebrew,2010,20,358,2610129,0.0137157971886,Kansas,34
2598,B16001_114E,African languages,2010,20,5295,2610129,0.20286353663,Kansas,6
2599,B16001_117E,Other and unspecified languages,2010,20,227,2610129,0.00869688816147,Kansas,35
2601,B16001_003E,Spanish or Spanish Creole,2011,20,186525,2629779,7.09280133426,Kansas,1
2602,B16001_006E,"French (incl. Patois, Cajun)",2011,20,5266,2629779,0.20024496355,Kansas,6
2603,B16001_009E,French Creole,2011,20,452,2629779,0.0171877560814,Kansas,31
2604,B16001_012E,Italian,2011,20,1412,2629779,0.0536927247499,Kansas,19
2605,B16001_015E,Portuguese or Portuguese Creole,2011,20,1373,2629779,0.0522097103977,Kansas,20
2606,B16001_018E,German,2011,20,13448,2629779,0.511373769431,Kansas,2
2607,B16001_021E,Yiddish,2011,20,90,2629779,0.00342234081267,Kansas,38
2608,B16001_024E,Other West Germanic languages,2011,20,1596,2629779,0.0606895104113,Kansas,16
2609,B16001_027E,Scandinavian languages,2011,20,649,2629779,0.0246788798602,Kansas,28
2610,B16001_030E,Greek,2011,20,316,2629779,0.0120162188534,Kansas,36
2611,B16001_033E,Russian,2011,20,2775,2629779,0.105522175057,Kansas,13
2612,B16001_036E,Polish,2011,20,440,2629779,0.016731443973,Kansas,32
2613,B16001_039E,Serbo-Croatian,2011,20,588,2629779,0.0223592933094,Kansas,29
2614,B16001_042E,Other Slavic languages,2011,20,744,2629779,0.0282913507181,Kansas,27
2615,B16001_045E,Armenian,2011,20,70,2629779,0.00266182063208,Kansas,39
2616,B16001_048E,Persian,2011,20,1338,2629779,0.0508788000817,Kansas,21
2617,B16001_051E,Gujarati,2011,20,919,2629779,0.0349459022983,Kansas,24
2618,B16001_054E,Hindi,2011,20,2579,2629779,0.0980690772875,Kansas,14
2619,B16001_057E,Urdu,2011,20,936,2629779,0.0355923444518,Kansas,23
2620,B16001_060E,Other Indic languages,2011,20,3837,2629779,0.145905796647,Kansas,8
2621,B16001_063E,Other Indo-European languages,2011,20,482,2629779,0.0183285363523,Kansas,30
2622,B16001_066E,Chinese,2011,20,9893,2629779,0.37619130733,Kansas,4
2623,B16001_069E,Japanese,2011,20,1785,2629779,0.0678764261179,Kansas,15
2624,B16001_072E,Korean,2011,20,3763,2629779,0.143091871979,Kansas,11
2625,B16001_075E,"Mon-Khmer, Cambodian",2011,20,759,2629779,0.0288617408535,Kansas,26
2626,B16001_078E,Hmong,2011,20,1494,2629779,0.0568108574903,Kansas,17
2627,B16001_081E,Thai,2011,20,868,2629779,0.0330065758377,Kansas,25
2628,B16001_084E,Laotian,2011,20,3776,2629779,0.143586210096,Kansas,10
2629,B16001_087E,Vietnamese,2011,20,12137,2629779,0.461521671593,Kansas,3
2630,B16001_090E,Other Asian languages,2011,20,4989,2629779,0.189711759049,Kansas,7
2631,B16001_093E,Tagalog,2011,20,3291,2629779,0.125143595717,Kansas,12
2632,B16001_096E,Other Pacific Island languages,2011,20,1469,2629779,0.0558602072646,Kansas,18
2633,B16001_099E,Navajo,2011,20,418,2629779,0.0158948717744,Kansas,34
2634,B16001_102E,Other Native North American languages,2011,20,1175,2629779,0.0446805606098,Kansas,22
2635,B16001_105E,Hungarian,2011,20,168,2629779,0.00638836951698,Kansas,37
2636,B16001_108E,Arabic,2011,20,3809,2629779,0.144841068394,Kansas,9
2637,B16001_111E,Hebrew,2011,20,436,2629779,0.0165793399369,Kansas,33
2638,B16001_114E,African languages,2011,20,5866,2629779,0.223060568968,Kansas,5
2639,B16001_117E,Other and unspecified languages,2011,20,324,2629779,0.0123204269256,Kansas,35
2641,B16001_003E,Spanish or Spanish Creole,2012,20,191117,2648421,7.2162620671,Kansas,1
2642,B16001_006E,"French (incl. Patois, Cajun)",2012,20,5387,2648421,0.203404217079,Kansas,7
2643,B16001_009E,French Creole,2012,20,518,2648421,0.0195588239181,Kansas,30
2644,B16001_012E,Italian,2012,20,1339,2648421,0.0505584270779,Kansas,20
2645,B16001_015E,Portuguese or Portuguese Creole,2012,20,1380,2648421,0.0521065193185,Kansas,19
2646,B16001_018E,German,2012,20,13513,2648421,0.510228547501,Kansas,2
2647,B16001_021E,Yiddish,2012,20,68,2648421,0.00256756761859,Kansas,39
2648,B16001_024E,Other West Germanic languages,2012,20,1849,2648421,0.0698151842173,Kansas,15
2649,B16001_027E,Scandinavian languages,2012,20,613,2648421,0.0231458669147,Kansas,29
2650,B16001_030E,Greek,2012,20,361,2648421,0.0136307633869,Kansas,34
2651,B16001_033E,Russian,2012,20,2708,2648421,0.102249604576,Kansas,13
2652,B16001_036E,Polish,2012,20,509,2648421,0.0192189987921,Kansas,31
2653,B16001_039E,Serbo-Croatian,2012,20,639,2648421,0.0241275839453,Kansas,28
2654,B16001_042E,Other Slavic languages,2012,20,645,2648421,0.0243541340293,Kansas,26
2655,B16001_045E,Armenian,2012,20,96,2648421,0.0036248013439,Kansas,38
2656,B16001_048E,Persian,2012,20,1571,2648421,0.0593183636589,Kansas,17
2657,B16001_051E,Gujarati,2012,20,644,2648421,0.024316375682,Kansas,27
2658,B16001_054E,Hindi,2012,20,2677,2648421,0.101079095808,Kansas,14
2659,B16001_057E,Urdu,2012,20,900,2648421,0.033982512599,Kansas,23
2660,B16001_060E,Other Indic languages,2012,20,4108,2648421,0.155111290841,Kansas,9
2661,B16001_063E,Other Indo-European languages,2012,20,467,2648421,0.0176331482042,Kansas,33
2662,B16001_066E,Chinese,2012,20,9921,2648421,0.374600563883,Kansas,4
2663,B16001_069E,Japanese,2012,20,1723,2648421,0.0650576324535,Kansas,16
2664,B16001_072E,Korean,2012,20,3484,2648421,0.131550082106,Kansas,11
2665,B16001_075E,"Mon-Khmer, Cambodian",2012,20,882,2648421,0.033302862347,Kansas,24
2666,B16001_078E,Hmong,2012,20,1456,2648421,0.0549761537157,Kansas,18
2667,B16001_081E,Thai,2012,20,717,2648421,0.0270727350372,Kansas,25
2668,B16001_084E,Laotian,2012,20,3397,2648421,0.128265105888,Kansas,12
2669,B16001_087E,Vietnamese,2012,20,12450,2648421,0.470091424286,Kansas,3
2670,B16001_090E,Other Asian languages,2012,20,6007,2648421,0.226814392425,Kansas,5
2671,B16001_093E,Tagalog,2012,20,3685,2648421,0.139139509919,Kansas,10
2672,B16001_096E,Other Pacific Island languages,2012,20,1215,2648421,0.0458763920087,Kansas,21
2673,B16001_099E,Navajo,2012,20,490,2648421,0.0185015901928,Kansas,32
2674,B16001_102E,Other Native North American languages,2012,20,1125,2648421,0.0424781407488,Kansas,22
2675,B16001_105E,Hungarian,2012,20,123,2648421,0.00464427672187,Kansas,37
2676,B16001_108E,Arabic,2012,20,4270,2648421,0.161228143109,Kansas,8
2677,B16001_111E,Hebrew,2012,20,298,2648421,0.011251987505,Kansas,35
2678,B16001_114E,African languages,2012,20,5890,2648421,0.222396665787,Kansas,6
2679,B16001_117E,Other and unspecified languages,2012,20,265,2648421,0.010005962043,Kansas,36
2681,B16001_003E,Spanish or Spanish Creole,2013,20,195103,2665346,7.31998772392,Kansas,1
2682,B16001_006E,"French (incl. Patois, Cajun)",2013,20,4847,2665346,0.181852562482,Kansas,7
2683,B16001_009E,French Creole,2013,20,337,2665346,0.012643761823,Kansas,35
2684,B16001_012E,Italian,2013,20,1058,2665346,0.0396946587798,Kansas,23
2685,B16001_015E,Portuguese or Portuguese Creole,2013,20,1342,2665346,0.0503499358057,Kansas,19
2686,B16001_018E,German,2013,20,13095,2665346,0.491305819207,Kansas,2
2687,B16001_021E,Yiddish,2013,20,70,2665346,0.00262630067541,Kansas,39
2688,B16001_024E,Other West Germanic languages,2013,20,1882,2665346,0.0706099695874,Kansas,16
2689,B16001_027E,Scandinavian languages,2013,20,567,2665346,0.0212730354708,Kansas,31
2690,B16001_030E,Greek,2013,20,351,2665346,0.0131690219581,Kansas,34
2691,B16001_033E,Russian,2013,20,2860,2665346,0.107303141881,Kansas,14
2692,B16001_036E,Polish,2013,20,469,2665346,0.0175962145252,Kansas,32
2693,B16001_039E,Serbo-Croatian,2013,20,675,2665346,0.0253250422272,Kansas,25
2694,B16001_042E,Other Slavic languages,2013,20,729,2665346,0.0273510456053,Kansas,24
2695,B16001_045E,Armenian,2013,20,113,2665346,0.00423959966173,Kansas,38
2696,B16001_048E,Persian,2013,20,1485,2665346,0.0557150928998,Kansas,17
2697,B16001_051E,Gujarati,2013,20,575,2665346,0.0215731841194,Kansas,29
2698,B16001_054E,Hindi,2013,20,2919,2665346,0.109516738165,Kansas,13
2699,B16001_057E,Urdu,2013,20,1203,2665346,0.045134853036,Kansas,21
2700,B16001_060E,Other Indic languages,2013,20,3936,2665346,0.14767313512,Kansas,9
2701,B16001_063E,Other Indo-European languages,2013,20,574,2665346,0.0215356655384,Kansas,30
2702,B16001_066E,Chinese,2013,20,10714,2665346,0.401974077662,Kansas,4
2703,B16001_069E,Japanese,2013,20,1918,2665346,0.0719606385062,Kansas,15
2704,B16001_072E,Korean,2013,20,3556,2665346,0.133416074311,Kansas,12
2705,B16001_075E,"Mon-Khmer, Cambodian",2013,20,655,2665346,0.0245746706056,Kansas,27
2706,B16001_078E,Hmong,2013,20,1474,2665346,0.0553023885079,Kansas,18
2707,B16001_081E,Thai,2013,20,663,2665346,0.0248748192542,Kansas,26
2708,B16001_084E,Laotian,2013,20,3672,2665346,0.137768229716,Kansas,11
2709,B16001_087E,Vietnamese,2013,20,12557,2665346,0.471120822587,Kansas,3
2710,B16001_090E,Other Asian languages,2013,20,5738,2665346,0.215281618221,Kansas,6
2711,B16001_093E,Tagalog,2013,20,3786,2665346,0.142045347959,Kansas,10
2712,B16001_096E,Other Pacific Island languages,2013,20,1341,2665346,0.0503124172246,Kansas,20
2713,B16001_099E,Navajo,2013,20,641,2665346,0.0240494104705,Kansas,28
2714,B16001_102E,Other Native North American languages,2013,20,1093,2665346,0.0410078091175,Kansas,22
2715,B16001_105E,Hungarian,2013,20,172,2665346,0.00645319594529,Kansas,37
2716,B16001_108E,Arabic,2013,20,4607,2665346,0.172848103023,Kansas,8
2717,B16001_111E,Hebrew,2013,20,439,2665346,0.0164706570929,Kansas,33
2718,B16001_114E,African languages,2013,20,6379,2665346,0.239331028692,Kansas,5
2719,B16001_117E,Other and unspecified languages,2013,20,323,2665346,0.012118501688,Kansas,36
2721,B16001_003E,Spanish or Spanish Creole,2010,21,96868,4007527,2.41715152512,Kentucky,1
2722,B16001_006E,"French (incl. Patois, Cajun)",2010,21,7852,4007527,0.195931306264,Kentucky,3
2723,B16001_009E,French Creole,2010,21,479,4007527,0.0119525083674,Kentucky,32
2724,B16001_012E,Italian,2010,21,1220,4007527,0.0304427144221,Kentucky,20
2725,B16001_015E,Portuguese or Portuguese Creole,2010,21,1014,4007527,0.0253023872328,Kentucky,22
2726,B16001_018E,German,2010,21,12991,4007527,0.324165002507,Kentucky,2
2727,B16001_021E,Yiddish,2010,21,58,4007527,0.00144727658728,Kentucky,38
2728,B16001_024E,Other West Germanic languages,2010,21,4999,4007527,0.124740269997,Kentucky,6
2729,B16001_027E,Scandinavian languages,2010,21,597,4007527,0.0148969676312,Kentucky,27
2730,B16001_030E,Greek,2010,21,959,4007527,0.0239299697794,Kentucky,25
2731,B16001_033E,Russian,2010,21,2212,4007527,0.0551961346736,Kentucky,16
2732,B16001_036E,Polish,2010,21,833,4007527,0.0207858861587,Kentucky,26
2733,B16001_039E,Serbo-Croatian,2010,21,5402,4007527,0.134796346974,Kentucky,5
2734,B16001_042E,Other Slavic languages,2010,21,1549,4007527,0.0386522660983,Kentucky,17
2735,B16001_045E,Armenian,2010,21,111,4007527,0.00276978795152,Kentucky,36
2736,B16001_048E,Persian,2010,21,989,4007527,0.0246785611176,Kentucky,24
2737,B16001_051E,Gujarati,2010,21,994,4007527,0.0248033263407,Kentucky,23
2738,B16001_054E,Hindi,2010,21,2368,4007527,0.0590888096325,Kentucky,14
2739,B16001_057E,Urdu,2010,21,1196,4007527,0.0298438413515,Kentucky,21
2740,B16001_060E,Other Indic languages,2010,21,2343,4007527,0.0584649835173,Kentucky,15
